x,Month1,Month2,Month3
Year1,554.7635969,518.2863493,808.4663807
Year2,923.0690596,1094.575103,1332.489466
Year3,736.1362818,648.1846804,691.2044475
Year4,762.0761079,864.5426783,1051.645857
Year5,519.02825,571.5698199,625.108007
